campaign_id,channel,cost,conversions,date
1439,TikTok,4233.42,208,2024-10-08
1440,Facebook,1892.53,343,2024-08-31
1441,Instagram,4251.82,90,2023-10-27
1442,Email,4001.41,381,2023-04-21
1443,TikTok,1863.89,251,2023-04-11
1444,Instagram,1761.6,271,2024-01-16
1445,Google,3432.72,494,2024-02-02
1446,Email,649.38,71,2023-03-20
1447,TikTok,3631.2,412,2023-04-21
1448,Email,4979.68,405,2023-08-02
1449,Instagram,2563.27,214,2024-03-22
1450,Instagram,3081.21,106,2023-07-10
1451,Google,1291.8,84,2024-07-31
1452,Google,1663.99,147,2023-01-02
1453,Google,1888.05,497,2023-02-15
1454,Instagram,3083.48,297,2024-09-29
1455,Instagram,3741.39,436,2024-06-22
1456,Facebook,959.15,267,2023-07-06
1457,Google,4210.59,469,2023-03-25
1458,TikTok,4167.81,120,2023-01-13
1459,Email,2369.86,212,2023-01-08
1460,TikTok,4665.17,4,2023-05-24
1461,TikTok,3747.01,251,2024-11-02
1462,Instagram,3384.38,75,2023-11-21
1463,Instagram,4429.06,139,2023-01-10
1464,Facebook,2721.42,174,2024-08-21
1465,Facebook,2204.91,379,2024-07-04
1466,Email,3192.42,239,2024-10-10
1467,TikTok,2102.45,70,2023-01-11
1468,Google,879.82,260,2023-03-22
1469,Instagram,1790.85,336,2024-10-02
1470,Email,3753.18,108,2023-05-24
1471,Google,3435.63,157,2023-09-26
1472,TikTok,3388.57,480,2023-05-29
1473,Instagram,211.07,276,2023-11-14
1474,Email,4927.91,312,2024-02-02
1475,Email,3595.68,290,2024-06-26
1476,Instagram,3185.47,311,2024-07-23
1477,Email,4944.68,43,2024-06-03
1478,Instagram,4676.58,351,2023-06-29
1479,Email,4919.1,240,2024-07-01
1480,Email,633.36,261,2023-07-18
1481,Facebook,4299.93,46,2024-06-09
1482,Google,2406.71,382,2024-03-19
1483,TikTok,2297.56,203,2023-06-15
1484,Instagram,2384.77,499,2023-08-19
1485,TikTok,3093.8,179,2023-11-07
1486,Instagram,4811.71,371,2023-07-28
1487,Facebook,3187.47,212,2024-11-30
1488,Instagram,2391.73,204,2023-10-29
1489,Email,3681.86,118,2023-06-01
1490,Google,1015.24,10,2024-02-02
1491,Google,4865.21,145,2023-03-20
1492,Facebook,53.04,440,2024-09-21
1493,Facebook,1942.93,23,2024-06-19
1494,Email,655.74,265,2024-04-22
1495,TikTok,4274.37,220,2023-09-29
1496,Google,1860.48,421,2024-07-28
1497,Google,593.91,451,2024-02-09
1498,Google,1457.13,175,2023-02-23
1499,Instagram,4766.8,356,2023-12-08
1500,Google,2576.29,159,2023-07-01
1501,TikTok,2260.11,303,2023-03-02
1502,TikTok,1773.59,39,2024-01-18
1503,TikTok,2593.63,12,2024-02-03
1504,Instagram,2937.07,8,2024-07-19
1505,Instagram,2406.4,173,2024-03-24
1506,Instagram,3844.82,68,2023-08-29
1507,Google,990.06,18,2024-11-30
1508,Email,482.36,376,2024-08-05
1509,Google,2526.27,432,2023-03-18
1510,Instagram,4418.4,95,2024-07-26
1511,Facebook,2273.63,51,2023-07-25
1512,TikTok,3648.78,217,2023-09-09
1513,TikTok,4525.21,180,2024-02-11
1514,Email,4366.59,232,2024-03-09
1515,Email,3870.93,92,2024-10-13
1516,Instagram,3610.58,381,2023-01-09
1517,Facebook,4590.72,101,2023-09-18
1518,Google,2270.34,362,2023-07-27
1519,Google,1302.96,175,2024-07-05
1520,Google,766.98,417,2023-11-02
1521,Instagram,3417.76,165,2023-03-26
1522,Email,591.13,423,2024-10-24
1523,Facebook,550.95,376,2024-03-28
1524,Facebook,3047.58,89,2023-11-10
1525,Facebook,1979.41,304,2023-09-16
1526,Google,892.73,120,2024-07-07
1527,TikTok,4471.91,323,2024-09-14
1528,Google,4495.32,29,2023-11-06
1529,Facebook,4145.07,345,2024-05-28
1530,Google,2012.35,166,2023-01-02
1531,TikTok,4200.15,4,2024-05-06
1532,Instagram,4590.23,311,2024-07-13
1533,Instagram,3609.88,273,2024-02-14
1534,TikTok,4407.35,382,2024-07-16
1535,Instagram,4880.73,382,2023-08-26
1536,Instagram,2746.03,156,2024-02-27
1537,Instagram,727.93,176,2023-03-07
1538,Google,3654.67,416,2024-03-05
1539,Email,3184.93,174,2023-07-28
1540,Email,1479.14,446,2023-06-23
1541,Google,2899.94,181,2023-02-25
1542,Facebook,3132.33,184,2023-08-29
1543,Email,1160.26,196,2023-07-11
1544,Instagram,3547.15,441,2023-04-10
1545,Facebook,657.97,221,2024-04-18
1546,Facebook,1678.01,34,2024-11-09
1547,Email,2872.13,129,2023-06-04
1548,Google,2849.3,413,2024-08-05
1549,Facebook,1346.12,343,2023-11-01
1550,TikTok,2602.27,223,2023-09-20
1551,Google,1002.21,349,2023-05-23
1552,Email,605.92,52,2023-10-29
1553,TikTok,4994.33,458,2024-05-10
1554,Google,1192.76,18,2023-07-15
1555,Google,1103.5,114,2024-08-08
1556,Email,3361.91,397,2023-06-24
1557,Facebook,2230.25,473,2024-11-27
1558,TikTok,3030.5,281,2024-10-02
1559,Instagram,3772.93,487,2023-05-28
1560,Email,4093.89,92,2024-06-15
1561,Facebook,1630.38,432,2024-10-19
1562,Instagram,637.81,283,2024-08-25
1563,Facebook,714.64,52,2024-08-29
1564,Instagram,233.97,466,2023-05-26
1565,Facebook,1265.44,72,2023-07-18
1566,Instagram,2060.61,335,2024-04-22
1567,Facebook,3382.29,151,2023-04-30
1568,Instagram,1676.15,447,2023-02-08
1569,TikTok,1398.04,189,2024-02-22
1570,Google,4725.86,354,2023-12-09
1571,TikTok,3333.65,495,2023-11-01
1572,Instagram,1242.92,275,2023-08-03
1573,Google,4018.06,153,2023-12-23
1574,Instagram,86.09,398,2023-08-11
1575,Instagram,2882.45,193,2023-05-20
1576,Google,1656.04,2,2023-09-01
1577,Instagram,4330.8,146,2023-10-21
1578,Facebook,4263.86,107,2023-05-03
1579,Google,3322.45,349,2024-03-14
1580,Instagram,3852.69,92,2023-04-12
1581,TikTok,4365.2,231,2024-05-31
1582,Email,1855.42,295,2023-03-29
1583,Facebook,2611.29,416,2023-10-22
1584,Google,4932.72,411,2024-07-14
1585,TikTok,4075.38,158,2023-03-03
1586,Instagram,1936.31,15,2023-10-31
1587,Email,748.84,347,2024-07-06
1588,Instagram,1056.46,431,2024-03-15
1589,Google,1850.79,312,2024-02-02
1590,Instagram,4197.65,41,2023-01-28
1591,Email,2759.63,148,2023-04-15
1592,Facebook,736.42,179,2024-06-23
1593,Google,4975.72,248,2023-03-10
1594,Instagram,876.08,407,2024-11-01
1595,Facebook,804.31,7,2024-09-29
1596,TikTok,4229.89,144,2024-05-07
1597,Instagram,1642.93,233,2023-05-21
1598,Facebook,2672.7,160,2024-09-01
1599,TikTok,1794.47,422,2023-06-18
1600,TikTok,654.04,426,2023-06-30
1601,Email,592.64,12,2024-10-22
1602,Email,3170.46,392,2023-12-08
1603,Email,1632.1,322,2023-02-10
1604,Instagram,1779.73,42,2023-02-26
1605,Facebook,3475.14,313,2023-07-13
1606,TikTok,2200.56,418,2023-09-25
1607,Email,2021.69,354,2024-11-20
1608,Email,3294.71,40,2024-07-14
1609,Email,1284.72,423,2024-07-24
1610,Email,4721.81,243,2023-06-07
1611,Google,4169.72,364,2023-10-21
1612,Instagram,4198.46,327,2024-11-17
1613,Google,1713.05,97,2024-03-20
1614,Google,4395.92,52,2023-05-31
1615,Facebook,2426.86,55,2024-05-27
1616,Instagram,1333.42,466,2024-02-15
1617,Instagram,1904.86,326,2024-05-03
1618,Email,930.27,350,2023-10-18
1619,TikTok,2226.62,192,2023-04-01
1620,Facebook,2465.93,54,2024-10-26
1621,Facebook,1356.38,228,2023-08-04
1622,TikTok,2200.67,313,2024-07-03
1623,Facebook,3684.33,485,2023-08-24
1624,Google,4475.33,491,2024-06-21
1625,Facebook,2390.4,384,2024-03-29
1626,Facebook,4121.01,381,2024-04-23
1627,Google,656.78,75,2024-03-13
1628,TikTok,242.6,464,2024-09-07
1629,Email,550.34,453,2023-01-22
1630,Google,3284.73,190,2023-11-02
1631,Google,1568.82,149,2024-06-23
1632,Email,4773.32,269,2024-10-25
1633,Instagram,2147.11,298,2024-03-24
1634,Instagram,683.24,106,2024-11-19
1635,Google,3859.64,489,2024-11-22
1636,Google,3250.47,269,2024-10-13
1637,Instagram,4257.02,75,2024-08-14
1638,Google,4309.45,185,2023-10-02
1639,Instagram,4244.22,176,2024-03-13
1640,Instagram,1308.09,162,2023-03-15
1641,Google,3049.98,78,2023-03-19
1642,Email,633.91,486,2023-02-04
1643,Instagram,4332.23,132,2023-02-17
1644,Google,4856.23,383,2024-06-21
1645,Email,1005.49,279,2023-08-28
1646,TikTok,2888.94,214,2024-10-16
1647,TikTok,4912.54,188,2023-05-04
1648,Instagram,2841.03,171,2024-06-02
1649,Facebook,3222.97,318,2023-02-14
1650,Facebook,593.52,467,2023-06-10
1651,Facebook,2873.17,123,2024-09-21
1652,TikTok,4558.26,11,2024-05-03
1653,Instagram,152.39,380,2024-09-03
1654,TikTok,2509.64,281,2024-02-11
1655,Instagram,171.06,254,2023-02-01
1656,Instagram,2056.26,209,2024-04-06
1657,Facebook,4715.11,103,2023-06-19
1658,Facebook,4392.41,322,2024-02-12
1659,TikTok,3020.68,20,2023-01-26
1660,TikTok,498.44,171,2024-06-21
1661,Google,698.56,497,2023-09-09
1662,Google,906.41,268,2023-12-06
1663,Facebook,798.12,214,2024-03-18
1664,Email,3253.47,150,2023-06-17
1665,Google,2623.68,203,2024-11-14
1666,Instagram,4850.46,190,2023-07-05
1667,Instagram,399.02,396,2023-06-11
1668,Email,3642.75,408,2024-10-19
1669,TikTok,1226.12,61,2023-11-16
1670,TikTok,4598.8,167,2024-01-19
1671,TikTok,1208.17,478,2024-08-16
1672,Email,253.9,28,2024-10-31
1673,Facebook,1578.11,88,2024-02-19
1674,Email,1914.54,103,2024-04-13
1675,Google,4235.25,271,2023-01-12
1676,Facebook,1279.12,368,2024-07-14
1677,Email,1099.94,101,2024-09-17
1678,Email,4277.08,415,2023-04-19
1679,TikTok,3660.75,311,2023-05-01
1680,TikTok,4563.15,137,2023-08-04
1681,Google,1778.43,417,2024-02-03
1682,Facebook,4044.9,355,2024-05-24
1683,Instagram,1157.65,50,2023-06-07
1684,Facebook,1271.45,157,2023-09-06
1685,Instagram,3111.88,14,2024-04-02
1686,Instagram,2469.57,213,2023-04-09
1687,Google,830.29,427,2023-06-16
1688,TikTok,1933.48,316,2024-06-15
1689,Google,3358.77,113,2023-05-02
1690,Facebook,2027.08,401,2024-08-09
1691,Facebook,3383.62,26,2024-09-14
1692,TikTok,898.81,359,2024-02-02
1693,Facebook,1269.22,26,2023-08-21
1694,TikTok,4525.47,264,2024-04-24
1695,Facebook,4847.25,149,2024-06-03
1696,TikTok,1366.32,137,2024-03-20
1697,Google,4307.63,489,2024-11-03
1698,TikTok,203.34,444,2024-10-18
1699,Google,4208.61,162,2024-11-16
1700,Instagram,2300.11,257,2024-09-03
1701,TikTok,1086.69,303,2023-01-20
1702,TikTok,4215.93,62,2023-01-03
1703,Instagram,148.6,132,2024-01-08
1704,Email,4538.07,474,2024-08-16
1705,TikTok,956.79,109,2024-08-17
1706,TikTok,3104.68,100,2023-07-07
1707,TikTok,2988.29,344,2024-02-24
1708,Facebook,3018.98,13,2023-12-10
1709,Facebook,293.36,464,2023-12-27
1710,Email,4157.35,242,2024-08-04
1711,Instagram,1547.18,205,2024-03-05
1712,Facebook,900.13,100,2024-07-21
1713,Google,3271.12,427,2023-12-15
1714,TikTok,766.13,9,2024-07-25
1715,Email,1794.86,105,2023-05-09
1716,Facebook,171.53,7,2024-03-03
1717,Facebook,3484.37,396,2023-11-18
1718,Google,4357.24,464,2023-01-01
1719,TikTok,4730.95,130,2023-07-06
1720,Google,4397.86,72,2023-02-02
1721,Google,3356.87,495,2023-01-14
1722,TikTok,3314.55,176,2024-05-21
1723,Email,4328.77,90,2023-07-13
1724,Email,2744.17,24,2023-06-21
1725,TikTok,2578.55,115,2024-06-22
1726,Email,3286.67,286,2023-07-04
1727,TikTok,351.3,318,2024-10-16
1728,Email,363.32,143,2023-05-02
1729,Email,2773.3,479,2023-01-29
1730,Instagram,777.37,485,2024-05-01
1731,Instagram,2418.12,118,2024-03-12
1732,TikTok,2891.68,414,2024-02-07
1733,TikTok,2795.95,334,2024-01-17
1734,Facebook,2777.83,63,2024-10-25
1735,Email,1006.07,304,2023-11-21
1736,Instagram,601.43,80,2023-10-14
1737,Google,1620.31,364,2023-11-06
1738,Instagram,3026.41,439,2024-05-31
1739,TikTok,2486.28,255,2023-03-20
1740,Google,2534.0,462,2024-01-27
1741,Google,4419.42,32,2023-08-29
1742,Instagram,1486.63,237,2023-07-28
1743,TikTok,2138.07,15,2024-02-26
1744,TikTok,2787.76,401,2024-04-12
1745,Email,4114.47,265,2023-04-21
1746,Instagram,2215.26,147,2024-05-25
1747,Google,4542.24,63,2023-03-08
1748,Google,1723.99,198,2023-02-14
1749,Facebook,1375.06,240,2024-04-03
1750,Instagram,1630.45,172,2023-01-04
1751,Google,639.12,88,2023-02-05
1752,Instagram,2013.59,43,2024-03-04
1753,Google,2968.19,239,2024-05-28
1754,Email,4184.52,238,2023-08-21
1755,Email,4335.68,347,2024-05-19
1756,TikTok,1157.15,23,2023-10-23
1757,TikTok,1479.18,61,2024-11-11
1758,Instagram,2618.22,25,2024-04-24
1759,Email,3189.53,247,2024-06-27
1760,TikTok,3150.84,381,2024-07-24
1761,Facebook,4112.94,267,2023-01-27
1762,Facebook,1739.79,202,2024-03-25
1763,Email,1843.43,454,2023-01-23
1764,Facebook,2541.79,312,2023-12-03
1765,Instagram,3840.8,285,2024-03-06
1766,Google,3610.81,360,2024-01-12
1767,TikTok,4138.25,164,2024-01-06
1768,Instagram,3993.17,123,2024-05-15
1769,Instagram,4457.26,458,2023-06-30
1770,Google,2709.86,427,2024-04-28
1771,Facebook,4149.64,441,2024-04-05
1772,Facebook,1043.59,53,2023-04-05
1773,Facebook,1057.07,212,2024-06-02
1774,Facebook,1498.39,496,2023-03-13
1775,Instagram,1575.13,365,2024-06-11
1776,Google,4875.07,105,2023-01-16
1777,Email,3642.64,91,2023-06-30
1778,Email,3896.57,90,2023-02-03
1779,Email,4994.18,280,2024-05-19
1780,Email,1854.43,324,2023-06-27
1781,Instagram,77.79,198,2024-10-03
1782,TikTok,4252.24,360,2023-12-08
1783,TikTok,2285.33,45,2023-12-15
1784,Google,266.95,389,2024-07-15
1785,Facebook,4129.19,491,2023-08-14
1786,Email,1681.53,389,2023-04-09
1787,TikTok,1769.35,155,2023-02-07
1788,Google,3589.53,248,2023-07-16
1789,Facebook,4300.74,417,2023-08-22
1790,Email,4602.75,338,2024-05-03
1791,Instagram,1529.27,157,2023-10-13
1792,TikTok,443.22,83,2023-02-05
1793,TikTok,2385.72,222,2024-09-13
1794,TikTok,2218.83,404,2024-10-01
1795,Facebook,3543.1,60,2024-01-30
1796,TikTok,584.01,328,2023-12-10
1797,Facebook,4516.4,61,2024-04-11
1798,TikTok,2694.46,423,2024-10-15
1799,Instagram,1132.54,490,2024-11-30
1800,TikTok,3308.18,207,2024-05-08
1801,Email,3500.22,35,2023-02-10
1802,TikTok,914.46,206,2023-02-10
1803,Instagram,1923.1,338,2023-09-26
1804,Facebook,4779.63,319,2024-01-24
1805,TikTok,973.45,372,2023-05-10
1806,Google,4196.43,448,2024-05-25
1807,Instagram,914.5,327,2023-08-27
1808,Instagram,2259.86,194,2024-08-15
1809,Google,2552.31,285,2024-08-08
1810,TikTok,3121.15,290,2024-10-12
1811,TikTok,2484.89,290,2024-06-10
1812,Google,750.54,419,2023-05-07
1813,TikTok,1718.0,421,2023-07-04
1814,Email,3522.36,176,2024-05-21
1815,TikTok,1894.07,241,2024-04-17
1816,Instagram,4793.4,120,2023-05-27
1817,Email,1865.31,192,2023-03-14
1818,Google,1945.54,316,2024-07-04
1819,Google,671.83,345,2024-06-05
1820,Instagram,2411.31,313,2024-11-30
1821,Instagram,4514.8,152,2023-05-22
1822,Instagram,2536.2,173,2023-03-15
1823,Google,3655.72,48,2023-06-02
1824,Facebook,1370.24,118,2023-07-20
1825,Email,233.98,182,2024-02-06
1826,Email,759.44,492,2024-05-23
1827,Google,1850.95,60,2024-04-28
1828,Google,1946.77,345,2023-01-24
1829,Email,415.4,353,2024-04-03
1830,Email,2765.01,12,2024-10-19
1831,Facebook,3420.98,232,2023-01-11
1832,Facebook,371.39,491,2023-12-15
1833,TikTok,4063.44,281,2024-10-21
1834,Instagram,2088.6,142,2023-01-12
1835,Google,3708.06,387,2023-01-23
1836,Facebook,2241.43,292,2023-07-16
1837,Facebook,1066.32,296,2023-11-27
1838,Instagram,2879.95,446,2024-09-30
1839,Email,3751.95,195,2023-12-02
1840,Google,3188.59,371,2023-01-08
1841,Email,2304.39,300,2024-08-22
1842,TikTok,1580.82,348,2024-11-04
1843,Email,4415.42,376,2023-12-01
1844,TikTok,3531.35,474,2024-05-16
1845,Google,4091.46,449,2024-06-04
1846,Google,3631.19,143,2023-07-05
1847,Email,3944.03,390,2023-11-15
1848,Instagram,4322.53,169,2024-08-02
1849,Facebook,2629.12,191,2023-11-20
1850,Email,292.92,335,2024-08-04
1851,Instagram,2653.12,251,2024-06-16
1852,TikTok,3502.84,113,2023-08-03
1853,TikTok,66.32,280,2023-05-15
1854,Facebook,4333.7,256,2023-11-22
1855,Email,1739.15,369,2024-03-01
1856,Facebook,3391.13,34,2023-09-19
1857,Instagram,1725.94,120,2023-06-12
1858,Google,4010.05,245,2024-11-10
1859,TikTok,1706.32,183,2023-11-14
1860,TikTok,1581.24,244,2023-02-08
1861,Facebook,3708.07,121,2023-04-06
1862,Facebook,1827.94,482,2024-10-01
1863,Email,94.48,493,2024-03-18
1864,Google,447.72,307,2024-03-12
1865,TikTok,2784.22,499,2024-10-17
1866,Google,1975.22,343,2024-06-13
1867,Email,3421.53,189,2023-08-29
1868,Email,4162.55,320,2023-11-01
1869,Email,1585.74,389,2023-11-06
1870,Instagram,2333.11,63,2023-02-23
1871,Facebook,1629.09,275,2024-04-24
1872,TikTok,2617.2,496,2024-11-01
1873,Google,4750.37,492,2023-03-31
1874,Email,957.92,141,2023-10-31
1875,Instagram,771.34,262,2024-03-15
1876,Email,1316.27,63,2024-02-21
1877,Instagram,1899.69,216,2024-09-12
1878,Facebook,2481.64,14,2023-11-29
1879,Facebook,1503.6,313,2023-11-13
1880,Email,972.91,250,2023-09-30
1881,Facebook,3350.94,154,2023-12-16
1882,Email,1683.41,431,2023-06-18
1883,Facebook,2828.11,350,2023-11-16
1884,TikTok,2512.34,496,2023-09-07
1885,Email,824.57,117,2024-11-13
1886,Email,4253.58,312,2024-11-14
1887,Email,1575.87,357,2023-07-30
1888,Google,2659.86,139,2023-10-15
1889,Google,4355.9,236,2023-08-22
1890,Email,2148.15,13,2023-08-23
1891,Email,276.18,16,2023-07-01
1892,Google,971.18,174,2023-08-26
1893,Google,2947.42,248,2023-03-09
1894,TikTok,4670.69,422,2023-03-07
1895,Email,1352.35,112,2023-09-01
1896,Google,286.91,190,2024-05-27
1897,Google,460.88,471,2024-06-01
1898,TikTok,129.41,444,2023-01-03
1899,Facebook,1028.01,219,2023-09-06
1900,Facebook,3976.31,144,2024-01-29
1901,Instagram,1389.55,174,2023-01-27
1902,TikTok,1887.37,153,2023-11-03
1903,Facebook,1443.14,425,2023-11-08
1904,Instagram,4878.09,185,2024-09-01
1905,Email,1458.61,285,2023-08-19
1906,TikTok,1283.91,307,2024-09-08
1907,Instagram,1545.34,417,2023-01-21
1908,TikTok,4293.59,247,2023-06-02
1909,TikTok,2257.72,142,2023-11-14
1910,Instagram,753.9,44,2023-07-22
1911,Instagram,75.96,266,2024-11-24
1912,Email,2619.23,294,2024-01-21
1913,Instagram,1360.34,197,2024-07-23
1914,Email,4377.15,125,2024-10-24
1915,Google,4631.46,103,2024-01-18
1916,Google,2933.93,210,2024-09-10
1917,TikTok,1074.83,365,2024-07-02
1918,Instagram,2495.25,242,2023-08-27
1919,TikTok,4720.95,440,2023-10-22
1920,Instagram,704.61,80,2023-12-31
1921,Instagram,718.75,143,2024-01-05
1922,Email,3504.21,122,2024-07-12
1923,Email,2503.24,244,2024-07-24
1924,Google,3591.12,138,2024-06-15
1925,Google,4547.4,296,2024-10-13
1926,TikTok,3020.7,116,2024-03-24
1927,Facebook,1313.83,92,2024-03-15
1928,TikTok,4949.98,235,2023-01-13
1929,Facebook,231.36,62,2023-08-23
1930,Facebook,3484.57,499,2023-02-23
1931,Email,1940.61,364,2024-05-13
1932,Facebook,952.62,34,2024-05-18
1933,Google,2047.55,139,2023-04-09
1934,Facebook,2380.54,161,2024-02-12
1935,Google,1234.76,336,2023-12-26
1936,Email,4513.53,445,2023-10-13
1937,Email,2757.48,225,2023-10-09
1938,TikTok,744.07,261,2023-02-19
1939,Instagram,1109.61,75,2024-03-03
1940,TikTok,532.51,86,2023-11-30
1941,TikTok,3816.23,52,2024-03-03
1942,Email,2211.99,347,2023-10-27
1943,Google,1610.82,301,2024-11-22
1944,Google,2696.87,232,2023-12-20
1945,Instagram,4710.19,199,2024-05-01
1946,Instagram,2233.23,6,2024-11-27
1947,TikTok,195.78,141,2023-08-22
1948,Google,4595.92,442,2023-06-14
1949,Email,1243.07,6,2024-04-08
1950,Instagram,1859.41,416,2023-09-16
1951,TikTok,2487.04,346,2023-05-02
1952,Instagram,357.39,316,2024-05-05
1953,Instagram,3174.95,496,2024-10-19
1954,Instagram,3869.67,213,2024-04-24
1955,Google,151.59,25,2023-10-12
1956,Google,4362.62,278,2023-03-25
1957,Instagram,4333.67,81,2023-09-17
1958,Instagram,3857.37,21,2023-07-16
1959,TikTok,4668.04,96,2024-03-09
1960,Email,295.95,340,2024-05-08
1961,Email,1662.3,405,2024-04-15
1962,TikTok,3394.89,182,2023-09-30
1963,Instagram,2953.4,152,2023-12-15
1964,Email,352.02,285,2024-06-20
1965,TikTok,4641.67,131,2024-02-19
1966,Google,4792.16,328,2024-08-15
1967,Email,1278.86,93,2023-08-10
1968,Instagram,3295.15,84,2023-12-25
1969,Instagram,1647.28,195,2023-04-15
1970,Email,1300.73,338,2024-10-31
1971,Instagram,2873.93,150,2023-10-05
1972,Facebook,1953.65,90,2023-09-10
1973,Facebook,4526.04,134,2024-05-06
1974,Email,2224.22,259,2023-06-23
1975,TikTok,290.52,98,2023-03-09
1976,Email,2148.57,139,2024-07-07
1977,Facebook,2662.23,406,2024-05-31
1978,Email,1413.5,92,2023-11-16
1979,Facebook,158.15,208,2023-06-02
1980,Instagram,1659.52,292,2024-05-01
1981,Email,3638.59,340,2024-03-17
1982,Email,4574.65,133,2023-02-05
1983,Google,676.7,98,2023-04-05
1984,Email,3498.89,416,2023-06-02
1985,Instagram,1613.83,91,2024-06-23
1986,Email,3329.24,283,2023-04-17
1987,Facebook,2336.43,476,2024-02-10
1988,TikTok,2859.82,40,2024-02-01
1989,Google,2750.42,304,2024-02-20
1990,Google,2326.21,283,2024-03-18
1991,Facebook,3995.78,375,2024-03-24
1992,Email,4228.47,350,2024-09-30
1993,Instagram,794.12,220,2024-04-05
1994,Google,2203.24,158,2024-08-15
1995,Instagram,3649.48,63,2024-10-20
1996,Facebook,1138.59,370,2023-08-10
1997,Google,4574.27,427,2024-08-10
1998,TikTok,1294.43,79,2023-05-11
1999,TikTok,4408.05,42,2023-08-20
2000,TikTok,374.46,177,2024-10-04
2001,Facebook,4251.31,230,2024-11-29
2002,Email,2552.95,1,2024-02-17
2003,Instagram,3930.76,447,2023-08-05
2004,Facebook,2825.19,468,2023-04-24
2005,TikTok,2145.05,297,2024-01-06
2006,Google,2001.73,19,2024-02-16
2007,Email,4110.61,15,2023-06-17
2008,Google,4512.92,56,2024-06-24
2009,Facebook,4996.71,420,2023-03-24
2010,Google,1961.28,344,2023-10-11
2011,Facebook,2293.2,489,2024-09-07
2012,TikTok,2442.21,95,2023-05-07
2013,TikTok,2823.34,113,2023-09-17
2014,Instagram,1562.35,129,2024-09-14
2015,TikTok,2353.56,242,2024-04-10
2016,Google,4170.11,399,2024-05-27
2017,Email,2371.36,164,2024-01-07
2018,TikTok,2579.98,176,2023-09-30
2019,TikTok,2943.36,416,2023-05-15
2020,Instagram,1351.03,10,2023-09-22
2021,TikTok,764.37,483,2023-07-05
2022,Email,3775.93,272,2023-07-21
2023,Email,533.82,467,2024-06-13
2024,Email,1821.98,411,2024-09-12
2025,Email,2114.47,432,2023-07-03
2026,TikTok,3547.36,263,2024-06-18
2027,Instagram,2122.89,111,2024-11-05
2028,Email,245.54,428,2024-05-22
2029,Facebook,1518.5,272,2023-11-04
2030,Instagram,3032.12,83,2024-11-08
2031,Facebook,4953.35,135,2023-04-02
2032,Instagram,3482.25,321,2024-08-24
2033,TikTok,2339.13,318,2024-08-26
2034,Instagram,3281.3,486,2024-03-03
2035,Instagram,3480.41,483,2023-07-12
2036,TikTok,884.34,274,2024-01-07
2037,TikTok,684.8,165,2023-07-12
2038,Facebook,2918.58,21,2024-11-01
2039,TikTok,4362.6,317,2023-05-23
2040,Google,1552.84,278,2023-11-04
2041,Instagram,998.02,8,2023-04-02
2042,Email,1104.07,325,2023-11-19
2043,Facebook,2098.11,6,2023-01-24
2044,Email,241.36,341,2023-06-17
2045,Facebook,1080.87,469,2023-02-12
2046,TikTok,1946.14,11,2023-03-04
2047,Email,3077.93,247,2023-03-11
2048,Instagram,1868.64,28,2024-09-05
2049,Email,3763.6,304,2023-06-15
2050,Google,2823.49,270,2023-05-26
2051,Instagram,2098.93,478,2024-02-26
2052,Email,4455.62,438,2024-05-21
2053,TikTok,1908.53,473,2024-11-04
2054,Instagram,3849.84,424,2023-04-07
2055,Google,1650.72,206,2023-07-13
2056,Email,2626.08,448,2024-04-21
2057,Google,4608.4,22,2023-01-05
2058,TikTok,2466.65,331,2023-08-30
2059,Instagram,4050.82,181,2024-07-07
2060,Facebook,1823.57,393,2023-04-13
2061,Email,3686.24,403,2023-06-24
2062,Instagram,1700.56,447,2023-10-10
2063,Email,2911.04,444,2023-12-05
2064,TikTok,1746.95,440,2023-08-09
2065,Facebook,1803.13,477,2024-11-04
2066,Instagram,4293.97,250,2023-10-20
2067,TikTok,2419.4,0,2023-08-08
2068,Instagram,4015.85,260,2024-04-05
2069,Instagram,1908.55,279,2023-10-05
2070,Instagram,2922.6,11,2024-11-02
2071,TikTok,1642.62,231,2024-09-25
2072,TikTok,4665.76,86,2024-08-25
2073,Instagram,1650.1,168,2023-02-16
2074,TikTok,521.99,329,2023-05-08
2075,Google,1316.97,217,2024-03-07
2076,TikTok,1969.5,252,2023-10-02
2077,Google,2059.63,165,2024-05-19
2078,Instagram,4908.46,456,2024-05-31
2079,Email,4739.65,235,2023-05-26
2080,Email,635.23,357,2024-03-16
2081,Email,1566.26,76,2023-04-27
2082,Email,2607.49,455,2024-02-01
2083,Google,3058.97,480,2023-11-18
2084,Facebook,1982.74,178,2023-06-15
2085,Email,3319.12,356,2023-12-21
2086,Google,2139.04,160,2023-05-09
2087,Google,978.5,368,2024-05-04
2088,TikTok,4452.25,279,2023-04-04
2089,Email,1750.92,196,2024-06-10
2090,Facebook,740.64,64,2023-07-04
2091,TikTok,586.42,259,2023-09-28
2092,Google,2611.8,320,2023-06-10
2093,Instagram,4604.84,200,2023-03-22
2094,Email,4350.62,273,2024-03-16
2095,Instagram,4608.06,213,2023-07-03
2096,Facebook,1785.56,316,2024-06-22
2097,Instagram,4994.61,95,2024-03-16
2098,Facebook,3999.6,165,2023-04-09
2099,Facebook,2292.37,96,2024-01-17
2100,TikTok,3529.25,106,2023-11-20
2101,Google,4470.61,183,2024-11-06
2102,Instagram,1037.94,309,2023-02-12
