inventory_id,product_id,stock_level,warehouse,date
13065,184,727,WH_A,2023-03-10
13066,465,505,WH_C,2024-04-11
13067,490,51,WH_A,2024-08-02
13068,94,609,WH_B,2023-11-16
13069,222,506,WH_B,2023-09-18
13070,101,930,WH_A,2024-05-24
13071,373,985,WH_B,2024-03-03
13072,22,741,WH_B,2023-10-18
13073,340,166,WH_C,2024-06-02
13074,235,4,WH_B,2024-10-26
13075,282,548,WH_A,2024-07-18
13076,360,845,WH_A,2024-04-12
13077,500,345,WH_B,2023-07-20
13078,492,489,WH_B,2024-09-23
13079,471,545,WH_A,2024-07-20
13080,463,32,WH_B,2023-03-08
13081,290,967,WH_C,2024-06-02
13082,192,532,WH_C,2024-07-05
13083,433,278,WH_A,2024-09-22
13084,191,15,WH_B,2024-05-08
13085,16,117,WH_C,2023-04-16
13086,371,301,WH_B,2024-07-03
13087,177,268,WH_A,2023-11-05
13088,176,415,WH_A,2024-06-10
13089,200,938,WH_A,2023-07-13
13090,276,813,WH_A,2023-11-06
13091,217,786,WH_C,2024-09-03
13092,198,220,WH_A,2023-10-24
13093,39,633,WH_C,2024-03-13
13094,421,225,WH_C,2024-09-12
13095,197,467,WH_C,2023-02-27
13096,259,906,WH_A,2023-05-17
13097,254,166,WH_B,2024-08-29
13098,454,978,WH_A,2023-09-08
13099,499,906,WH_A,2024-04-10
13100,378,538,WH_A,2023-09-14
13101,482,999,WH_C,2023-08-20
13102,366,969,WH_C,2024-01-04
13103,171,161,WH_B,2023-02-02
13104,259,230,WH_C,2023-04-24
13105,356,983,WH_C,2024-05-27
13106,135,897,WH_B,2024-10-23
13107,411,946,WH_B,2023-01-09
13108,462,678,WH_C,2023-10-30
13109,351,388,WH_C,2024-01-19
13110,332,143,WH_A,2023-10-01
13111,251,342,WH_A,2024-06-20
13112,243,937,WH_A,2023-12-30
13113,404,580,WH_C,2023-07-23
13114,92,808,WH_A,2024-06-26
13115,458,141,WH_B,2024-01-30
13116,102,212,WH_C,2024-04-08
13117,105,207,WH_A,2023-11-08
13118,48,29,WH_B,2023-03-15
13119,442,240,WH_A,2024-10-03
13120,95,390,WH_B,2024-07-30
13121,321,601,WH_B,2023-01-07
13122,153,213,WH_A,2023-04-27
13123,188,277,WH_B,2024-05-31
13124,141,605,WH_B,2023-02-09
13125,203,830,WH_A,2024-05-19
13126,473,648,WH_A,2023-06-21
13127,126,240,WH_B,2024-01-14
13128,268,64,WH_B,2023-03-22
13129,462,921,WH_C,2024-02-20
13130,123,720,WH_C,2024-10-24
13131,287,785,WH_C,2024-09-25
13132,462,265,WH_B,2023-04-28
13133,52,575,WH_B,2024-10-18
13134,258,878,WH_C,2023-06-05
13135,28,209,WH_C,2024-04-23
13136,314,521,WH_A,2024-04-08
13137,90,73,WH_C,2024-11-12
13138,424,546,WH_C,2023-11-06
13139,185,936,WH_A,2024-03-18
13140,8,197,WH_A,2023-03-28
13141,418,793,WH_A,2023-05-02
13142,204,782,WH_C,2024-08-31
13143,104,894,WH_C,2023-12-14
13144,112,2,WH_B,2023-05-21
13145,124,357,WH_B,2023-06-04
13146,335,687,WH_B,2023-07-26
13147,485,930,WH_A,2023-12-13
13148,33,212,WH_B,2024-11-07
13149,121,369,WH_C,2024-11-22
13150,47,35,WH_B,2023-08-19
13151,354,478,WH_B,2023-02-14
13152,357,224,WH_C,2023-11-20
13153,245,882,WH_A,2024-07-19
13154,288,263,WH_B,2023-12-25
13155,444,591,WH_C,2024-10-13
13156,422,360,WH_A,2024-10-28
13157,417,745,WH_B,2024-10-21
13158,140,70,WH_A,2024-11-27
13159,451,144,WH_B,2023-06-05
13160,500,454,WH_B,2024-09-06
13161,325,310,WH_A,2023-05-08
13162,344,152,WH_B,2023-07-01
13163,97,917,WH_C,2023-03-17
13164,24,43,WH_C,2023-06-06
13165,371,198,WH_A,2024-02-20
13166,425,213,WH_A,2024-01-09
13167,361,962,WH_A,2024-01-15
13168,237,453,WH_B,2023-10-09
13169,489,618,WH_A,2023-03-21
13170,274,661,WH_A,2023-11-24
13171,123,992,WH_A,2023-04-19
13172,220,526,WH_B,2024-03-01
13173,438,691,WH_C,2024-06-09
13174,189,103,WH_A,2023-01-30
13175,190,434,WH_A,2024-08-26
13176,448,775,WH_C,2023-07-20
13177,364,952,WH_B,2023-06-25
13178,291,779,WH_B,2024-09-15
13179,227,989,WH_C,2024-10-08
13180,198,233,WH_A,2023-09-26
13181,114,342,WH_A,2023-04-16
13182,224,583,WH_C,2023-12-18
13183,463,530,WH_B,2023-02-04
13184,282,657,WH_A,2023-03-14
13185,458,584,WH_C,2024-02-16
13186,386,345,WH_B,2024-03-10
13187,67,898,WH_C,2024-10-27
13188,71,572,WH_B,2023-04-12
13189,170,960,WH_A,2023-06-24
13190,166,472,WH_A,2023-06-03
13191,319,960,WH_B,2023-02-04
13192,290,942,WH_B,2023-05-25
13193,64,401,WH_B,2023-06-19
13194,111,644,WH_A,2023-11-14
13195,451,308,WH_B,2024-10-27
13196,471,555,WH_A,2023-08-17
13197,173,343,WH_B,2024-09-23
13198,218,159,WH_B,2023-01-02
13199,429,664,WH_A,2023-09-08
13200,194,112,WH_B,2024-04-29
13201,404,449,WH_A,2023-10-13
13202,101,889,WH_A,2024-05-03
13203,475,460,WH_A,2023-03-15
13204,417,378,WH_B,2024-11-05
13205,85,833,WH_C,2024-08-05
13206,233,420,WH_C,2023-06-11
13207,299,107,WH_A,2023-08-05
13208,481,119,WH_A,2024-10-13
13209,174,770,WH_C,2023-10-24
13210,461,840,WH_B,2023-02-18
13211,455,218,WH_C,2024-07-20
13212,419,8,WH_A,2024-02-02
13213,362,522,WH_B,2023-03-31
13214,452,40,WH_C,2023-03-19
13215,294,842,WH_C,2023-02-12
13216,350,740,WH_C,2023-09-16
13217,174,883,WH_C,2024-02-29
13218,156,699,WH_A,2024-11-19
13219,280,800,WH_B,2023-02-09
13220,398,415,WH_B,2023-07-27
13221,286,790,WH_B,2023-08-20
13222,500,120,WH_B,2024-05-28
13223,321,715,WH_B,2024-04-12
13224,335,72,WH_B,2024-08-15
13225,272,88,WH_A,2024-03-22
13226,85,963,WH_C,2023-04-25
13227,184,539,WH_A,2023-12-24
13228,14,821,WH_C,2023-02-13
13229,18,350,WH_C,2024-03-07
13230,281,101,WH_A,2024-08-20
13231,7,62,WH_A,2023-04-12
13232,85,163,WH_A,2023-11-02
13233,69,534,WH_A,2024-03-27
13234,138,382,WH_C,2024-07-03
13235,142,979,WH_C,2024-09-30
13236,470,102,WH_C,2024-10-04
13237,415,343,WH_A,2023-01-04
13238,59,172,WH_B,2024-06-29
13239,495,187,WH_A,2023-11-23
13240,444,847,WH_C,2024-01-11
13241,306,361,WH_A,2024-11-28
13242,113,327,WH_C,2024-05-07
13243,129,702,WH_C,2023-10-17
13244,95,679,WH_B,2023-01-05
13245,373,824,WH_A,2024-05-13
13246,497,872,WH_A,2023-03-29
13247,123,810,WH_A,2023-12-14
13248,317,929,WH_B,2023-02-17
13249,147,548,WH_C,2023-05-03
13250,425,430,WH_C,2023-01-25
13251,78,859,WH_A,2024-07-27
13252,302,731,WH_A,2024-07-13
13253,362,681,WH_B,2023-09-13
13254,201,100,WH_A,2023-11-20
13255,129,884,WH_B,2023-08-03
13256,141,525,WH_B,2024-08-18
13257,319,224,WH_A,2023-05-15
13258,368,670,WH_A,2023-04-15
13259,426,614,WH_C,2023-07-06
13260,119,67,WH_C,2023-11-20
13261,137,731,WH_B,2024-08-06
13262,227,289,WH_A,2023-12-02
13263,281,997,WH_B,2024-11-10
13264,50,57,WH_C,2024-02-28
13265,297,576,WH_A,2024-07-25
13266,37,909,WH_A,2024-07-09
13267,79,895,WH_B,2024-02-03
13268,76,745,WH_B,2023-05-13
13269,428,926,WH_A,2023-09-28
13270,155,579,WH_A,2024-09-23
13271,91,635,WH_A,2024-03-25
13272,242,551,WH_B,2023-02-23
13273,64,216,WH_A,2024-03-06
13274,55,438,WH_C,2023-01-20
13275,483,372,WH_C,2024-05-03
13276,238,534,WH_B,2024-10-29
13277,262,362,WH_A,2024-05-13
13278,448,741,WH_A,2023-07-16
13279,68,900,WH_B,2024-09-07
13280,374,896,WH_B,2023-04-26
13281,198,260,WH_C,2024-07-21
13282,407,794,WH_A,2024-04-06
13283,433,843,WH_C,2024-01-27
13284,161,930,WH_A,2023-08-31
13285,287,547,WH_C,2023-04-06
13286,108,516,WH_C,2023-08-04
13287,332,503,WH_C,2023-02-02
13288,14,552,WH_C,2023-04-06
13289,451,745,WH_B,2023-07-19
13290,42,694,WH_C,2023-02-16
13291,341,34,WH_C,2023-07-03
13292,193,847,WH_A,2023-03-01
13293,363,570,WH_B,2023-10-18
13294,438,892,WH_A,2024-07-19
13295,40,776,WH_A,2023-03-28
13296,448,298,WH_C,2024-10-17
13297,440,230,WH_C,2023-08-24
13298,212,471,WH_C,2024-07-10
13299,463,465,WH_B,2023-11-21
13300,128,537,WH_B,2024-01-02
13301,460,334,WH_C,2023-04-01
13302,394,856,WH_B,2023-05-09
13303,10,43,WH_A,2024-06-22
13304,230,527,WH_A,2023-07-08
13305,321,373,WH_B,2024-01-13
13306,354,722,WH_B,2024-04-02
13307,461,945,WH_B,2023-10-22
13308,452,996,WH_B,2024-11-29
13309,296,618,WH_A,2024-10-10
13310,205,528,WH_C,2023-08-26
13311,349,63,WH_A,2023-04-17
13312,172,935,WH_B,2023-11-09
13313,337,156,WH_C,2023-06-13
13314,56,641,WH_C,2023-11-20
13315,336,852,WH_C,2024-07-09
13316,215,45,WH_B,2023-06-13
13317,394,520,WH_B,2023-09-30
13318,16,631,WH_A,2023-03-26
13319,337,684,WH_C,2023-12-31
13320,451,523,WH_B,2023-01-26
13321,408,673,WH_A,2023-07-26
13322,197,946,WH_B,2023-12-02
13323,342,391,WH_C,2023-04-05
13324,50,901,WH_A,2023-10-28
13325,59,946,WH_A,2023-12-11
13326,253,369,WH_A,2023-03-16
13327,72,428,WH_B,2023-08-08
13328,108,847,WH_C,2023-06-17
13329,468,993,WH_A,2023-04-08
13330,469,22,WH_B,2024-06-19
13331,56,252,WH_B,2023-07-07
13332,482,58,WH_C,2024-02-06
13333,477,501,WH_A,2023-09-06
13334,477,692,WH_A,2023-01-03
13335,50,828,WH_B,2023-01-11
13336,487,6,WH_C,2023-06-12
13337,490,110,WH_B,2024-11-23
13338,384,799,WH_A,2023-05-17
13339,294,326,WH_C,2023-04-16
13340,428,497,WH_A,2023-05-26
13341,440,242,WH_A,2024-08-12
13342,27,482,WH_B,2023-07-09
13343,352,646,WH_A,2024-07-30
13344,18,869,WH_B,2023-08-27
13345,428,525,WH_A,2023-08-24
13346,408,312,WH_C,2023-02-28
13347,37,359,WH_A,2023-01-31
13348,269,403,WH_C,2024-05-26
13349,105,374,WH_A,2023-03-01
13350,350,708,WH_A,2023-11-08
13351,381,839,WH_B,2023-06-20
13352,363,238,WH_C,2023-03-13
13353,194,852,WH_C,2023-08-29
13354,358,103,WH_A,2023-11-26
13355,254,361,WH_B,2023-09-25
13356,45,254,WH_A,2024-05-08
13357,455,498,WH_B,2024-04-26
13358,109,636,WH_A,2024-02-10
13359,154,760,WH_C,2024-10-30
13360,460,906,WH_A,2024-07-13
13361,325,155,WH_A,2024-08-30
13362,288,296,WH_B,2024-11-30
13363,335,836,WH_C,2023-04-01
13364,273,514,WH_A,2023-04-04
13365,365,841,WH_B,2023-09-10
13366,412,637,WH_C,2024-07-11
13367,174,639,WH_A,2024-08-14
13368,350,455,WH_B,2023-05-08
13369,356,978,WH_B,2023-09-24
13370,349,312,WH_B,2024-05-14
13371,488,612,WH_A,2023-07-01
13372,83,303,WH_A,2024-11-06
13373,185,748,WH_A,2023-09-13
13374,404,700,WH_C,2023-02-19
13375,167,910,WH_A,2023-08-30
13376,315,273,WH_C,2024-10-05
13377,474,197,WH_B,2023-11-02
13378,153,177,WH_A,2024-09-07
13379,14,788,WH_B,2024-10-23
13380,160,280,WH_C,2024-09-11
13381,176,28,WH_B,2024-04-11
13382,6,328,WH_A,2024-04-24
13383,122,711,WH_C,2024-07-22
13384,390,264,WH_A,2023-11-28
13385,425,97,WH_A,2023-04-13
13386,130,122,WH_B,2023-12-13
13387,115,123,WH_A,2023-08-13
13388,452,54,WH_B,2024-11-13
13389,89,902,WH_C,2023-03-26
13390,41,318,WH_A,2024-01-22
13391,143,906,WH_C,2023-01-12
13392,60,80,WH_B,2023-05-11
13393,162,163,WH_B,2024-08-08
13394,239,862,WH_A,2024-10-30
13395,381,467,WH_C,2024-06-13
13396,114,564,WH_C,2024-01-22
13397,181,627,WH_C,2023-07-13
13398,135,867,WH_B,2024-05-28
13399,409,444,WH_A,2023-09-26
13400,238,452,WH_B,2024-06-05
13401,106,763,WH_C,2024-08-14
13402,24,979,WH_C,2024-04-15
13403,402,780,WH_B,2023-10-03
13404,138,524,WH_A,2024-11-15
13405,132,797,WH_B,2024-03-13
13406,487,740,WH_B,2023-09-22
13407,369,217,WH_A,2024-04-30
13408,164,90,WH_C,2024-02-05
13409,409,90,WH_C,2023-10-02
13410,107,420,WH_C,2024-08-02
13411,191,41,WH_C,2023-03-28
13412,30,823,WH_A,2024-02-14
13413,473,211,WH_C,2023-05-03
13414,174,220,WH_B,2024-06-10
13415,330,346,WH_A,2023-06-06
13416,332,641,WH_C,2023-08-17
13417,243,619,WH_A,2023-09-11
13418,62,585,WH_A,2024-10-21
13419,370,833,WH_A,2023-07-12
13420,124,597,WH_B,2024-05-06
13421,385,680,WH_B,2023-12-30
13422,263,109,WH_B,2023-02-05
13423,141,889,WH_B,2024-05-18
13424,414,631,WH_A,2024-04-21
13425,125,894,WH_C,2023-11-16
13426,358,771,WH_C,2024-05-01
13427,383,92,WH_C,2023-02-07
13428,438,296,WH_B,2024-04-22
13429,476,856,WH_C,2024-06-26
13430,197,745,WH_B,2023-12-17
13431,161,126,WH_A,2023-02-19
13432,150,883,WH_A,2023-05-20
13433,37,523,WH_C,2024-02-13
13434,302,996,WH_C,2023-03-31
13435,171,174,WH_B,2023-08-07
13436,286,704,WH_A,2024-04-13
13437,141,553,WH_B,2024-06-04
13438,377,468,WH_B,2024-07-07
13439,114,137,WH_C,2023-08-23
13440,276,94,WH_B,2023-01-01
13441,460,355,WH_B,2023-11-07
13442,375,559,WH_B,2023-08-30
13443,66,130,WH_C,2024-08-17
13444,218,842,WH_B,2023-01-30
13445,73,91,WH_A,2023-08-23
13446,239,141,WH_A,2023-10-16
13447,215,567,WH_A,2023-11-16
13448,83,82,WH_B,2023-09-20
13449,199,850,WH_C,2023-08-31
13450,60,881,WH_C,2023-04-12
13451,297,655,WH_B,2024-03-12
13452,125,161,WH_A,2023-10-08
13453,363,235,WH_B,2023-05-20
13454,212,110,WH_A,2023-12-06
13455,70,258,WH_C,2023-11-27
13456,209,107,WH_A,2023-12-15
13457,384,197,WH_C,2024-07-04
13458,98,241,WH_A,2023-08-19
13459,123,333,WH_A,2024-02-26
13460,359,866,WH_A,2023-04-19
13461,374,997,WH_B,2024-08-10
13462,45,358,WH_A,2023-05-27
13463,357,994,WH_B,2023-07-14
13464,404,125,WH_A,2023-01-06
13465,325,324,WH_A,2023-01-25
13466,432,625,WH_A,2023-12-30
13467,206,58,WH_A,2024-09-01
13468,124,947,WH_B,2024-01-13
13469,179,287,WH_A,2023-02-13
13470,161,237,WH_A,2023-07-03
13471,204,910,WH_B,2024-09-15
13472,54,652,WH_A,2023-06-12
13473,187,581,WH_A,2023-05-16
13474,131,681,WH_B,2023-12-24
13475,96,323,WH_B,2024-06-11
13476,159,429,WH_C,2024-02-02
13477,337,555,WH_A,2023-11-13
13478,116,652,WH_B,2023-04-29
13479,354,832,WH_C,2023-03-31
13480,78,659,WH_B,2024-03-13
13481,226,952,WH_C,2023-12-24
13482,472,211,WH_C,2023-01-22
13483,131,521,WH_C,2023-07-19
13484,384,422,WH_B,2024-08-13
13485,284,102,WH_C,2023-09-25
13486,451,191,WH_B,2023-06-20
13487,288,595,WH_C,2024-07-09
13488,204,730,WH_C,2024-05-07
13489,111,77,WH_B,2023-07-08
13490,162,798,WH_B,2023-07-23
13491,477,369,WH_A,2023-10-12
13492,162,628,WH_B,2023-02-25
13493,226,96,WH_A,2024-06-20
13494,171,470,WH_C,2023-06-29
13495,171,953,WH_C,2024-06-17
13496,446,95,WH_B,2023-03-24
13497,334,628,WH_A,2023-06-24
13498,121,501,WH_B,2024-03-13
13499,403,41,WH_C,2024-01-06
13500,408,888,WH_A,2023-09-13
13501,83,742,WH_B,2024-07-15
13502,89,551,WH_A,2024-06-03
13503,228,498,WH_B,2023-11-16
13504,432,955,WH_C,2023-09-12
13505,229,370,WH_A,2024-07-21
13506,453,536,WH_A,2024-08-30
13507,98,883,WH_B,2024-03-27
13508,214,917,WH_B,2024-01-04
13509,334,245,WH_C,2024-05-12
13510,347,1,WH_C,2024-02-22
13511,116,866,WH_A,2023-05-08
13512,474,738,WH_C,2023-11-18
13513,296,407,WH_C,2024-10-28
13514,271,325,WH_A,2024-01-20
13515,354,82,WH_A,2023-09-12
13516,134,972,WH_A,2023-12-15
13517,460,994,WH_C,2023-10-20
13518,281,511,WH_C,2023-08-27
13519,6,721,WH_B,2024-03-23
13520,67,440,WH_C,2024-02-17
13521,460,777,WH_C,2024-11-14
13522,420,963,WH_A,2023-01-15
13523,447,834,WH_B,2023-05-21
13524,283,560,WH_C,2024-06-03
13525,74,909,WH_A,2023-10-18
13526,261,141,WH_A,2023-09-17
13527,317,648,WH_A,2023-10-24
13528,387,858,WH_A,2024-10-25
13529,235,155,WH_A,2023-10-09
13530,194,713,WH_C,2024-11-09
13531,70,785,WH_C,2023-05-01
13532,438,339,WH_C,2023-10-02
13533,402,123,WH_C,2024-03-19
13534,433,325,WH_A,2024-03-30
13535,326,965,WH_B,2024-03-21
13536,351,428,WH_C,2023-08-22
13537,481,703,WH_B,2024-02-29
13538,166,555,WH_C,2023-07-31
13539,334,658,WH_A,2024-02-23
13540,439,864,WH_A,2024-10-15
13541,56,39,WH_A,2023-01-08
13542,21,480,WH_B,2023-04-13
13543,400,8,WH_A,2024-08-28
13544,394,523,WH_B,2023-12-10
13545,485,136,WH_A,2023-04-18
13546,2,85,WH_B,2023-06-13
13547,244,547,WH_B,2024-05-04
13548,78,957,WH_C,2023-01-30
13549,293,936,WH_A,2023-01-31
13550,5,721,WH_B,2023-07-08
13551,405,27,WH_B,2023-02-19
13552,29,835,WH_B,2023-01-09
13553,429,780,WH_A,2023-08-28
13554,342,737,WH_A,2023-03-03
13555,286,711,WH_B,2023-04-10
13556,53,273,WH_A,2024-05-07
13557,338,950,WH_A,2023-08-18
13558,61,82,WH_A,2024-01-26
13559,372,412,WH_A,2023-01-05
13560,269,320,WH_B,2024-02-10
13561,391,504,WH_B,2023-07-22
13562,361,636,WH_A,2023-08-11
13563,316,613,WH_A,2024-03-26
13564,184,897,WH_C,2023-09-30
13565,373,403,WH_C,2024-05-25
13566,4,515,WH_A,2024-11-19
13567,52,134,WH_A,2023-12-03
13568,418,836,WH_A,2023-05-15
13569,404,399,WH_B,2023-07-15
13570,204,23,WH_A,2023-04-23
13571,471,144,WH_A,2023-01-23
13572,60,214,WH_B,2023-12-16
13573,88,792,WH_C,2024-09-13
13574,260,238,WH_A,2024-09-04
13575,17,73,WH_A,2024-07-12
13576,150,601,WH_B,2023-08-25
13577,323,686,WH_B,2024-06-21
13578,460,617,WH_B,2023-09-09
13579,123,893,WH_A,2024-01-08
13580,307,969,WH_B,2023-03-18
13581,101,553,WH_B,2023-10-28
13582,274,838,WH_B,2023-12-05
13583,131,135,WH_A,2023-01-10
13584,341,910,WH_C,2024-05-15
13585,74,914,WH_B,2023-07-30
13586,217,169,WH_C,2024-10-16
13587,153,951,WH_A,2023-01-10
13588,269,611,WH_A,2023-02-13
13589,76,522,WH_C,2023-10-01
13590,341,217,WH_A,2024-03-31
13591,117,721,WH_A,2023-09-10
13592,425,70,WH_A,2023-04-28
13593,357,992,WH_C,2024-11-15
13594,426,484,WH_C,2024-01-06
13595,213,135,WH_A,2024-07-28
13596,484,184,WH_A,2024-03-19
13597,362,166,WH_B,2023-03-09
13598,291,964,WH_A,2024-01-16
13599,443,976,WH_B,2024-02-03
13600,452,8,WH_B,2023-11-18
13601,413,901,WH_A,2023-12-16
13602,414,696,WH_B,2023-11-06
13603,306,116,WH_C,2023-03-20
13604,444,382,WH_A,2023-12-29
13605,164,925,WH_C,2024-03-05
13606,101,673,WH_B,2024-07-12
13607,292,341,WH_B,2023-11-24
13608,392,687,WH_C,2024-01-10
13609,309,229,WH_A,2023-01-03
13610,268,745,WH_A,2023-10-22
13611,253,911,WH_C,2023-07-21
13612,358,593,WH_C,2024-11-06
13613,100,331,WH_B,2024-09-01
13614,177,650,WH_C,2023-08-07
13615,9,985,WH_B,2023-12-19
13616,104,174,WH_C,2023-11-03
13617,448,121,WH_B,2024-09-29
13618,326,986,WH_C,2023-04-12
13619,434,497,WH_B,2024-03-18
13620,311,30,WH_A,2023-08-11
13621,433,230,WH_A,2024-11-13
13622,417,847,WH_C,2023-10-05
13623,64,755,WH_A,2024-04-27
13624,473,221,WH_C,2023-10-18
13625,14,829,WH_C,2023-01-11
13626,299,429,WH_C,2023-11-11
13627,337,424,WH_A,2023-11-06
13628,158,532,WH_C,2023-06-03
13629,171,955,WH_C,2024-02-19
13630,407,405,WH_B,2023-01-11
13631,251,835,WH_A,2023-03-29
13632,246,680,WH_B,2023-11-17
13633,239,43,WH_C,2023-03-20
13634,42,794,WH_A,2023-05-07
13635,134,735,WH_B,2024-10-05
13636,25,67,WH_C,2024-04-19
13637,282,983,WH_C,2023-09-14
13638,104,963,WH_A,2024-04-13
13639,270,283,WH_C,2024-07-12
13640,277,91,WH_B,2023-02-24
13641,371,929,WH_A,2023-11-19
13642,98,190,WH_A,2024-06-25
13643,374,92,WH_C,2023-08-01
13644,179,900,WH_B,2023-12-08
13645,271,701,WH_C,2024-10-27
13646,122,150,WH_C,2024-01-22
13647,482,946,WH_A,2024-09-24
13648,158,504,WH_B,2023-08-01
13649,386,549,WH_B,2024-11-02
13650,426,483,WH_B,2024-06-27
13651,318,118,WH_B,2024-09-11
13652,53,344,WH_C,2024-02-23
13653,311,762,WH_C,2024-08-26
13654,149,836,WH_B,2023-03-02
13655,117,32,WH_C,2023-12-29
13656,155,17,WH_C,2024-04-07
13657,429,981,WH_B,2024-09-18
13658,443,879,WH_C,2024-05-02
13659,430,220,WH_A,2023-12-27
13660,187,259,WH_B,2024-05-04
13661,398,392,WH_B,2023-10-03
13662,180,878,WH_A,2024-03-22
13663,488,470,WH_C,2024-03-23
13664,7,577,WH_A,2024-07-03
13665,384,917,WH_C,2023-10-11
13666,173,659,WH_B,2023-12-31
13667,392,212,WH_B,2024-11-12
13668,209,680,WH_C,2024-09-15
13669,391,854,WH_A,2024-01-09
13670,148,477,WH_B,2023-10-15
13671,117,16,WH_C,2023-09-25
13672,320,329,WH_C,2023-10-09
13673,500,175,WH_C,2024-01-26
13674,319,785,WH_A,2024-02-21
13675,496,373,WH_C,2024-09-02
13676,29,622,WH_C,2024-04-08
13677,26,879,WH_B,2023-02-20
13678,294,884,WH_B,2024-01-15
13679,176,936,WH_C,2023-03-20
13680,166,609,WH_B,2023-10-25
13681,118,927,WH_B,2023-02-13
13682,225,78,WH_B,2024-09-23
13683,39,647,WH_B,2023-12-09
13684,243,484,WH_A,2023-02-15
13685,437,414,WH_A,2023-05-11
13686,134,560,WH_C,2024-03-10
13687,152,756,WH_C,2023-02-02
13688,494,245,WH_C,2024-04-01
13689,384,478,WH_A,2024-04-30
13690,401,796,WH_B,2024-05-16
13691,208,378,WH_B,2024-04-16
13692,366,601,WH_C,2023-02-17
13693,321,843,WH_B,2023-11-14
13694,468,916,WH_A,2023-09-21
13695,382,826,WH_C,2023-02-04
13696,475,70,WH_A,2024-05-19
13697,287,236,WH_B,2023-06-13
13698,452,461,WH_B,2023-04-24
13699,169,307,WH_B,2023-09-16
13700,33,455,WH_B,2024-06-01
13701,33,107,WH_C,2023-01-06
13702,92,573,WH_C,2024-06-23
13703,418,968,WH_C,2023-03-30
13704,233,548,WH_A,2024-02-25
13705,198,632,WH_C,2023-08-05
13706,429,475,WH_C,2023-09-16
13707,36,677,WH_B,2023-08-19
13708,59,69,WH_B,2024-09-29
13709,251,436,WH_C,2024-10-09
13710,482,888,WH_B,2023-06-17
13711,340,788,WH_C,2023-12-10
13712,98,426,WH_A,2024-03-09
13713,421,212,WH_A,2023-09-26
13714,40,762,WH_C,2024-08-04
13715,284,129,WH_B,2023-11-20
13716,59,61,WH_B,2023-08-22
13717,357,794,WH_B,2024-02-08
13718,13,282,WH_A,2023-12-31
13719,254,250,WH_A,2024-03-27
13720,373,867,WH_C,2024-01-15
13721,257,821,WH_C,2023-02-26
13722,255,868,WH_C,2023-07-01
13723,166,738,WH_B,2023-07-06
13724,300,466,WH_C,2023-06-22
13725,489,425,WH_A,2023-05-12
13726,463,476,WH_C,2024-01-20
13727,468,574,WH_C,2023-09-08
13728,380,481,WH_A,2024-01-20
13729,24,47,WH_A,2023-09-20
13730,229,98,WH_A,2023-10-09
13731,171,722,WH_A,2024-04-15
13732,403,356,WH_B,2023-01-07
13733,420,935,WH_B,2023-11-16
13734,41,832,WH_A,2024-05-07
13735,444,731,WH_A,2024-08-02
13736,60,271,WH_B,2024-05-01
13737,16,965,WH_C,2023-10-01
13738,421,513,WH_B,2023-08-23
13739,82,992,WH_A,2023-06-10
13740,126,909,WH_B,2024-06-07
13741,110,955,WH_C,2023-10-02
13742,298,448,WH_C,2023-05-15
13743,337,287,WH_B,2023-09-15
13744,459,343,WH_A,2023-03-30
13745,277,51,WH_B,2023-07-21
13746,184,169,WH_B,2024-03-22
13747,29,636,WH_A,2023-01-18
13748,333,757,WH_B,2023-12-20
13749,250,230,WH_C,2024-05-13
13750,66,952,WH_B,2024-03-24
13751,392,70,WH_C,2024-04-23
13752,310,870,WH_A,2023-06-20
13753,147,539,WH_B,2023-02-03
13754,205,788,WH_C,2023-04-09
13755,433,345,WH_A,2024-04-25
13756,417,305,WH_B,2023-07-28
13757,121,820,WH_C,2024-02-07
13758,288,135,WH_C,2024-06-11
13759,434,911,WH_A,2023-09-21
13760,219,885,WH_C,2024-03-08
13761,402,232,WH_C,2024-04-20
13762,202,762,WH_B,2023-06-30
13763,330,399,WH_A,2024-05-05
13764,341,163,WH_B,2024-01-17
13765,336,455,WH_B,2024-06-03
13766,124,238,WH_C,2024-09-06
13767,198,561,WH_A,2024-07-02
13768,129,341,WH_C,2023-12-29
13769,87,881,WH_C,2024-10-26
13770,237,268,WH_B,2024-08-28
13771,415,725,WH_A,2024-03-25
13772,16,103,WH_B,2024-07-28
13773,186,762,WH_C,2023-11-08
13774,25,961,WH_B,2023-10-19
13775,340,649,WH_B,2023-09-29
13776,358,366,WH_C,2024-03-17
13777,325,926,WH_B,2024-03-30
13778,295,902,WH_C,2024-09-10
13779,345,128,WH_C,2023-06-06
13780,463,753,WH_C,2024-02-01
13781,84,389,WH_C,2023-05-07
13782,266,945,WH_B,2024-10-02
13783,156,173,WH_C,2023-07-04
13784,100,20,WH_A,2023-09-24
13785,97,169,WH_C,2023-07-12
13786,282,894,WH_C,2023-11-26
13787,427,296,WH_C,2024-11-13
13788,283,811,WH_C,2023-01-22
13789,252,457,WH_B,2023-06-04
13790,425,717,WH_C,2024-09-26
13791,472,278,WH_C,2024-01-12
13792,282,104,WH_B,2024-10-15
13793,150,641,WH_C,2024-10-10
13794,349,80,WH_B,2023-03-24
13795,132,863,WH_A,2023-02-15
13796,186,219,WH_B,2023-05-17
13797,56,74,WH_B,2023-11-25
13798,214,763,WH_C,2024-01-16
13799,138,139,WH_B,2024-01-22
